[问题反馈] 我的摄像功能里咋就没有选择存储这个选项呢？ 如题请示！,相机功能少/弱
[问题反馈] 想买Mate9的！慎重！！！ 别说没有提醒你，拍照模糊，屏幕触点不灵敏，耗电快,拍照模糊/不清晰
[申诉] 不到一年修了4次，而且还要去第5次，这**荣耀6P！！！ 第一次，按键失灵，换按键，第二次话筒问题，换主板，第三次是因为第二次维修时维修人员把指纹留镜头上了，拍照模糊，拆机擦镜头，第四次还是按键失灵，换了按键，现在喇叭没声音(之前一下有一下没有)，现在完全没有声音！！用那么多台手机第一次返修率那么高，一年内返修率500%还没完！我真是醉了！,拍照模糊/不清晰
[申诉] 后置相机摄像头 抢个荣耀畅玩3x后置摄像头拍照模糊，打客服让去测硬件，结果去了拿出同款的手机对比一下就完了，这是测硬件么？就这么一点小问题闹腾了三天了，还没有一个满意的结果。唉无语了。。。。。,拍照模糊/不清晰
"[讨论] 苹果6P摄像头召回更换 [复制链接] 摄像头更换.png (66.07 KB, 下载次数: 0) 下载附件 昨天 15:26 上传\t我正好在列，但是现在机子换过屏幕，且摄像头已经不是模糊不清不对焦，而是彻底黑了，不知道能否去更换！",拍照模糊/不清晰
[申诉] 摄像头镜面内花，你怎能说客户问题，亲情服务情何堪！ 5月底买的荣耀6p维修故障3次！最近摄像头拍照老是雾蒙蒙的，经重庆渝中区售后检查，说是外壳镜面花了需要客户承担80元修理费！呵呵！看清楚了！～～～～在强光逆光下外壳镜面丝毫没磨损！而是没镜面有不干净的印迹！是这个原因造成拍照雾蒙蒙！试问！我手机带保护壳，比起展示台的手机磨损程度，你的质量是出厂带来还是维修造成？？？外壳镜面无磨损，我一天吃饱了能动里面的镜面？\t华为，维修费不高，但是你们这种把客户当对手，敌人，我发誓也不会再买你家任何产品，包括身边所有人！因为，我看见一家没有责任感的企业，一家昧着良心的企业怎能有好产品，坑吧！！\t这件事，我不会放弃我的权益的，我可以找人来鉴定！到底是我的责任还是你们质量或维修问题！！！,拍照模糊/不清晰
[申诉] mate9照相模糊问题 都挺好，就是照相效果，真不敢恭维，可以说差，跟苹果比不了，双莱卡两千万像素，太假了吧,拍照模糊/不清晰
照片都不见了，求救 [我一个id登在两个设备，对于照片的设置如图下，就是照片都同步那种，一个7一个6，之后6打算卖人，几天前把6的照片都删干净了，7还是有的，今天下午睡醒后看看照片，300多张变成14张，各种恢复的办法都没用，有没有大神过来帮帮我？跪求，照片很重要],照片丢失
iPhone5 6.1.4版本照片没了怎么找回 [求大神解答~],照片丢失
照片发黄、不清晰！,拍照模糊/不清晰
录像比荣耀7差很多。对焦慢，不清晰,摄像模糊
包装简陋 耳机隔音效果挺好的 就是听歌的时候 放在口袋里老是误操作 拍照其实不太好 挺糊的,拍照模糊/不清晰
就是晚上拍照不清晰,夜拍拍摄效果差
夜拍是渣渣,夜拍拍摄效果差
质量不错，系统运行稳定，电池容量是一大优点，不玩游戏电话不多的情况下，充满一次电能用3天。照相的功能弱一些，不带光学防抖，需要拿的很稳才能避免照虚了。包装结实。希望华为能把国货做强，不断创新。,相机功能少/弱
感觉有些卡屏，照相感觉有磨皮效果，不是很清楚,拍照模糊/不清晰
之前用的苹果6，用了几天比较下来，先说优点，轻薄，也很有质感，手机反应速度还可以，可以插128g的扩展卡。缺点，1.本来对拍照功能抱有希望，用下来后置摄像头效果比较一般，而且一点不防抖，经常拍出来糊的。2.自带的耳机看起来比较廉价，声音比我之前买的耳机小很多，而且竟然不能调节音量！3.app里下载的视频质量不好，很多看起来一点不清晰，已经是超清版。整体感觉比苹果差点，后悔买这个。,拍照模糊/不清晰
实在无语，说好的32G内存结果只有26.28G，没了差不多6G，幸好没买16G的，否则10G内存怎么够用，而且手机经常卡机，按什么都没反应，一等就要等五分钟才会自动重启，有时候手动重启，实在担心是不是关机也卡死了，那个圈一直转，至少三分钟才关机。wifi功能也是醉了，好几个平时能连接的wifi，突然就不行了，重新打开wifi也一样，按什么wifi都是写着已保存，却不会写着正在连接什么的。。相机更是不清晰，真心觉得之前用的红米1S比这个还好，只是运行内存太少而已。。要不是用了红米1S三年了习惯了，我买魅族算了,拍照模糊/不清晰
差评差评！！！（反正再也不会买小米了不管是高配机还是低配机)买给老爸用的，本人不在家是邮寄回去大概是11月底，所以今天回来了才来补评价的，老爸跟我说手机很差劲很差，我有点不相信，毕竟是小米啊大品牌来着不至于这么差，结果回来看后真的很不高兴，水货手机，绝对是渣渣机，拿着手感真的很差，摄像质量差晃来晃去的拍不清楚，这些也不重要毕竟是给老爸也不用多高性能，只要稳定能看看电视新闻罢了也不玩游戏省心就好，结果才用半个月坐着的时候不小心手机从口袋溜出右下角就爆屏，当时不管是打电话还是微信聊天都没有问题也就没多注意，过了两天屏幕就闪晃并且电池一点都不像广告说的大电量，之后～一天至少充三次电被折磨吐血，老爸跟我说我被骗了啥啥的～～，反正搞的我很尴尬?，也没干什么只是看看视频，完全没法用了小米手机的质量怎么会这么差！！！也没法退货，算了吧反正再也不会买，只是不说出来很不爽而已～～～～～～,拍照模糊/不清晰
拍照放大后会模糊，像素一般唉,拍照模糊/不清晰
特么照相老是自动虚化，屁都拍不清楚，换货申请了几天也不来取货，客服就跟大爷一样，几个小时回一句话,拍照模糊/不清晰
照出的相比我以前用的oppor3太差太模糊了，电池还可以，用了两三天还有百分之四十。,拍照模糊/不清晰
回复@browntear:OPPO的美颜真强大,美颜效果好
我的魅族X5也是，后摄像头是模糊的,拍照模糊/不清晰
[机型讨论] 通话记录不显示来电具体时间 升级了562，各通话只显示日期了，不显示具体时间了。是需要设置么？\t另外，升级后我的收藏图片也没有了。大家有相同情况么？,照片丢失
图片及音乐全部消失 我没删过手机里的图片及音乐文件，为何突然全都不见了，文件夹里的内容全部清空了,照片丢失
#魅族手机#为什么我pro6的相册不显示美颜相机拍出来的照片 [为什么我pro6的相册不显示美颜相机拍出来的照片，之前是qq读不到美颜相机的照片，现在连相册也没有了],照片丢失
最新的手机qq图片缓存在哪！！ [我小米2，好友发的图片收到了但是在文件管理里面找不到，直接点开还是存在的],照片丢失
【12-12 花粉漫谈】现在左右我买M9的竟然是尺寸…… [13年买的小米1S青春版，系统很好用，但是机子有问题，经常把数据清掉……照片突然没了……\t14年的MX3用到现在，运气也差，买到一个质量不好的，买回来用了3个月，结果屏幕失灵拿去修，系统烂得一B，装逼，学水果，智能拨号都没有，据说后面出的有了，但是不在我考虑范围内了。我觉得硬件你做不好就算了，软件这种东西，你为了逼格无视用户体验，我都不知道谁什么了，反正我就不会再买魅族的了，手机也是有问题，经常重启什么的，系统太不好用，更新最新的系统配置跟不上，就用原来的老系统，把基本把系统自带的什么输入法、计算器、应用商店，NFC等好多功能都删了，换第三方，因为那些要么不好用，要么总特么后台自启。\t现在打算换个华为的，但是感觉M9有点大啊，坐地铁的时候站着不好单手操作啊……P9又没有NFC功能，有的话我就P9了，跟我用惯的尺寸差不多],照片丢失
"[01-18]讨论☆求手机推荐，我妈用 [5.5，2500左右，主要拍照好，夜景较好，特别是晚上的解析力，因为我妈经常演出拿来拍照，要有光学防抖，之前看x9,但是没有光学防抖 求推荐了，么么哒]",相机功能少/弱
有杂音，不知道是不是个别原因 挺流畅，很遗憾R9s没用高通最好的处理器，625虽然日常够用，但是他的ISP和照片算法不是最好的，照片虽好却没发挥好这组镜头的真正实力，有点难过，而且没有光学防抖，只有电子防抖。还是支持的。 快 还可以，没有我的华为强 很不错 服务很好，就是客服在线时间不够长,相机功能少/弱
真心的感觉这个手机不行，除了拍照可以其他功能一般，但是有的功能还不如一部千元机，希望各位慎重。不要像我这样冲动了，这也是最后一次买所谓华为的高性能手机。,相机功能少/弱
原来还是挺期待的，结果价格一出来无爱了。愧对价格屠夫的称号了。P9如果再早半年出来1999能大卖，如果能在某米廉价版的NOTE2之前出来也会好卖。现在1999定价其实很尴尬，高不成低不就的。配置除了分辨率高点，像素高点然并卵。2K屏和1080其实体验起来没有多大的差距。没有光学防抖像素再高也是耍流氓，差不多的价格为什么要用你的？好歹也去选择经常听到的那些品牌了。1299 899 599的定价还差不多。今天开始又是各厂商手机血拼的时候了，且行且珍惜吧。,相机功能少/弱
